Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
+Object's ¹: 0
 Coordinate: [72 x 143 from (309, 96)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (309, 96)]
Frame ¹	490 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (310, 94)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (310, 94)]
Frame ¹	491 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (308, 91)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (308, 91)]
Frame ¹	492 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 147 from (308, 90)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 147 from (308, 90)]
Frame ¹	493 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (310, 86)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (310, 86)]
Frame ¹	494 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (309, 82)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (309, 82)]
Frame ¹	495 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (309, 82)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (309, 82)]
Frame ¹	496 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (308, 79)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (308, 79)]
Frame ¹	497 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (308, 77)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (308, 77)]
Frame ¹	498 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (308, 74)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (308, 74)]
Frame ¹	499 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (308, 72)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (308, 72)]
Frame ¹	500 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (310, 70)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (310, 70)]
Frame ¹	501 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [131 x 262 from (-22, 185)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (314, 70)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [131 x 262 from (-22, 185)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (314, 70)]
Frame ¹	502 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [132 x 264 from (-24, 183)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (315, 67)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [132 x 264 from (-24, 183)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (315, 67)]
Frame ¹	503 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [132 x 264 from (-24, 183)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (315, 65)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [132 x 264 from (-24, 183)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (315, 65)]
Frame ¹	504 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [131 x 261 from (-23, 185)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (317, 63)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [131 x 261 from (-23, 185)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (317, 63)]
Frame ¹	505 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [123 x 246 from (-15, 193)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (317, 63)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [123 x 246 from (-15, 193)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (317, 63)]
Frame ¹	506 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [70 x 140 from (317, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [70 x 140 from (317, 61)]
Frame ¹	507 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [119 x 237 from (-15, 188)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (317, 60)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [119 x 237 from (-15, 188)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (317, 60)]
Frame ¹	508 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (317, 59)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (317, 59)]
Frame ¹	509 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	510 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	511 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	512 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	513 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	514 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (326, 47)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (326, 47)]
Frame ¹	515 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (327, 46)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (118, 67)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (327, 46)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (118, 67)]
Frame ¹	516 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 139 from (326, 45)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 139 from (326, 45)]
Frame ¹	517 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (326, 43)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (326, 43)]
Frame ¹	518 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (326, 41)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (326, 41)]
Frame ¹	519 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (326, 41)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (326, 41)]
Frame ¹	520 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	521 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	522 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	523 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	524 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	525 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	526 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	527 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	528 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	529 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	530 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	531 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	532 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	533 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	534 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	535 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	536 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	537 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	538 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	539 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	540 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	541 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	542 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	543 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	544 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	545 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	546 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (562, 99)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (562, 99)]
Frame ¹	547 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	548 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	549 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (562, 95)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (562, 95)]
Frame ¹	550 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [97 x 193 from (561, 96)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [97 x 193 from (561, 96)]
Frame ¹	551 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [97 x 193 from (561, 96)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [97 x 193 from (561, 96)]
Frame ¹	552 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (562, 95)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (562, 95)]
Frame ¹	553 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [106 x 212 from (551, 88)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [106 x 212 from (551, 88)]
Frame ¹	554 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (559, 92)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (559, 92)]
Frame ¹	555 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (563, 93)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (563, 93)]
Frame ¹	556 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (563, 91)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (563, 91)]
Frame ¹	557 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 165 from (564, 92)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 165 from (564, 92)]
Frame ¹	558 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (560, 84)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (560, 84)]
Frame ¹	559 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (561, 87)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (561, 87)]
Frame ¹	560 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (560, 86)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (560, 86)]
Frame ¹	561 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (559, 84)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (559, 84)]
Frame ¹	562 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (559, 84)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (559, 84)]
Frame ¹	563 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (561, 85)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (561, 85)]
Frame ¹	564 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (560, 84)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (560, 84)]
Frame ¹	565 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (559, 82)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (559, 82)]
Frame ¹	566 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (559, 80)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (559, 80)]
Frame ¹	567 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (561, 80)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (561, 80)]
Frame ¹	568 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (556, 77)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (556, 77)]
Frame ¹	569 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 167 from (558, 75)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 167 from (558, 75)]
Frame ¹	570 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (550, 70)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (550, 70)]
Frame ¹	571 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (551, 70)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (551, 70)]
Frame ¹	572 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (548, 65)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (548, 65)]
Frame ¹	573 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (545, 68)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (545, 68)]
Frame ¹	574 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (545, 68)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (545, 68)]
Frame ¹	575 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (550, 65)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (550, 65)]
Frame ¹	576 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (551, 66)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (551, 66)]
Frame ¹	577 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (546, 63)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (546, 63)]
Frame ¹	578 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (539, 67)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (539, 67)]
Frame ¹	579 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 184 from (539, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 184 from (539, 61)]
Frame ¹	580 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (544, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (544, 61)]
Frame ¹	581 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (543, 62)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (543, 62)]
Frame ¹	582 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [91 x 183 from (541, 59)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [91 x 183 from (541, 59)]
Frame ¹	583 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [93 x 185 from (538, 58)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [93 x 185 from (538, 58)]
Frame ¹	584 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 175 from (534, 64)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 175 from (534, 64)]
Frame ¹	585 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 175 from (534, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 175 from (534, 61)]
Frame ¹	586 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 146 from (551, 60)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 146 from (551, 60)]
Frame ¹	587 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 143 from (548, 57)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 143 from (548, 57)]
Frame ¹	588 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 143 from (548, 55)]
